notes,has_complication,ssn,hospital
normal risk,false,328-75-8858,AR
normal risk,true,328-76-2665,AK
normal risk,false,328-77-5445,AL
normal risk,true,328-82-9619,AR
normal risk,true,328-92-1129,AR
normal risk,false,329-02-5315,AR
normal risk,true,329-25-9422,AR
high risk,true,329-29-3058,AL
high risk,true,329-29-9587,AR
normal risk,false,329-30-5053,AR
high risk,false,329-33-4680,AL
normal risk,false,329-70-0452,AR
normal risk,false,329-81-1123,AK
normal risk,false,329-97-0151,AK
normal risk,false,330-15-2501,AK
normal risk,false,330-57-9740,AL
normal risk,false,330-93-7717,AK
high risk,false,331-54-8214,AL
high risk,true,331-86-0913,AR
high risk,true,331-88-0588,AK
normal risk,false,331-99-2738,AK
normal risk,true,332-07-0109,AR
normal risk,true,332-17-6960,AK
normal risk,true,332-19-7198,AL
normal risk,false,332-24-2418,AK
normal risk,false,332-44-3587,AL
normal risk,false,332-47-6208,AR
normal risk,false,332-48-8902,AL
normal risk,false,332-51-2562,AR
normal risk,true,332-67-3972,AL
normal risk,false,332-75-7527,AR
normal risk,true,333-03-5220,AK
normal risk,true,333-14-8428,AR
normal risk,true,333-24-3937,AL
normal risk,true,333-36-4544,AK
normal risk,false,333-39-5842,AK
normal risk,false,333-56-2029,AL
normal risk,false,333-56-7994,AK
normal risk,true,334-18-4221,AK
normal risk,false,334-25-3887,AL
normal risk,false,334-37-6787,AL
normal risk,false,334-41-2209,AR
normal risk,false,334-46-1110,AL
normal risk,true,334-58-6228,AK
high risk,true,334-60-9212,AK
normal risk,false,334-64-3722,AL
normal risk,false,334-67-4971,AL
normal risk,false,334-86-1367,AR
normal risk,false,334-93-8054,AK
high risk,false,335-09-5403,AL
normal risk,true,335-26-0434,AR
normal risk,false,335-32-3728,AL
normal risk,true,335-99-6755,AL
normal risk,true,336-27-9048,AL
normal risk,false,336-51-4632,AR
normal risk,false,336-66-4452,AR
normal risk,false,336-69-5515,AR
normal risk,false,336-76-7573,AK
normal risk,false,336-82-7470,AL
normal risk,false,336-83-2349,AL
normal risk,false,337-01-2265,AL
normal risk,false,337-04-2971,AR
normal risk,false,337-04-9833,AL
normal risk,false,337-06-3586,AK
normal risk,true,337-06-4178,AL
high risk,true,337-09-9320,AL
high risk,true,337-46-6683,AL
normal risk,false,337-58-2903,AK
normal risk,false,337-58-3697,AR
normal risk,false,337-60-7527,AR
normal risk,false,337-70-3752,AK
high risk,false,337-80-0154,AL
normal risk,false,337-80-9085,AL
normal risk,false,337-88-9040,AL
normal risk,false,337-99-9585,AK
normal risk,false,338-31-9710,AL
normal risk,true,338-39-0822,AL
normal risk,false,338-63-0803,AR
normal risk,false,338-65-0262,AK
high risk,false,338-75-0218,AR
normal risk,false,338-79-8946,AL
normal risk,true,338-83-1134,AK
normal risk,true,338-83-4490,AR
high risk,true,338-87-6683,AK
normal risk,false,339-02-1878,AK
normal risk,false,339-10-0115,AR
high risk,true,339-19-2645,AR
normal risk,false,339-49-9463,AR
high risk,true,339-53-3645,AL
normal risk,true,339-62-5049,AL
normal risk,true,339-67-3439,AK
normal risk,false,339-93-4998,AR
normal risk,true,340-02-8268,AR
normal risk,false,340-04-5489,AR
normal risk,false,340-05-8749,AR
normal risk,false,340-06-1025,AK
normal risk,false,340-15-5188,AK
normal risk,false,340-35-6266,AR
normal risk,false,340-45-8926,AL
normal risk,false,340-53-9215,AL
normal risk,false,340-67-6796,AL
high risk,false,340-77-1871,AR
normal risk,false,340-81-6250,AL
high risk,true,340-85-7196,AL
normal risk,true,340-91-2773,AR
normal risk,false,340-93-7717,AR
normal risk,false,340-97-9520,AK
normal risk,false,341-01-5732,AL
high risk,false,341-35-7537,AR
normal risk,false,341-38-7875,AK
normal risk,false,341-52-4608,AL
normal risk,true,341-58-0152,AK
normal risk,false,341-82-6013,AL
normal risk,true,341-85-2784,AL
normal risk,false,341-86-3190,AR
normal risk,false,341-86-8440,AL
normal risk,false,341-88-2810,AL
normal risk,false,341-94-0099,AL
normal risk,false,342-03-4131,AR
normal risk,true,342-18-1504,AR
high risk,true,342-28-4564,AR
high risk,true,342-29-5123,AK
normal risk,true,342-31-6379,AR
normal risk,false,342-45-4596,AK
normal risk,false,342-85-5738,AK
normal risk,true,342-91-8992,AK
normal risk,true,343-14-5952,AL
normal risk,false,343-15-9303,AK
normal risk,false,343-17-7538,AK
normal risk,true,343-25-6283,AK
high risk,true,344-17-0565,AK
normal risk,false,344-17-8664,AR
high risk,true,344-24-8008,AL
normal risk,false,344-30-9382,AK
normal risk,false,344-36-0977,AR
normal risk,false,344-87-4154,AK
normal risk,false,344-87-9570,AR
normal risk,true,345-01-7801,AR
normal risk,false,345-19-0299,AR
normal risk,false,345-20-1022,AL
high risk,true,345-41-8597,AL
normal risk,false,345-44-4796,AL
normal risk,true,345-49-3498,AK
normal risk,false,345-56-4871,AR
normal risk,false,345-59-3626,AK
normal risk,true,345-59-7844,AK
high risk,true,345-64-7663,AR
normal risk,false,345-71-7974,AR
high risk,true,345-73-3212,AK
normal risk,true,345-85-5040,AR
normal risk,false,345-93-6983,AL
high risk,false,346-59-7936,AK
normal risk,true,346-64-6000,AL
normal risk,true,346-65-9463,AK
normal risk,true,346-73-7434,AK
normal risk,false,346-85-3188,AL
normal risk,false,346-88-1546,AR
normal risk,false,347-13-2897,AR
normal risk,false,347-15-1581,AK
normal risk,true,347-37-4547,AL
normal risk,false,347-39-5357,AK
high risk,false,348-10-9797,AK
normal risk,false,348-30-2677,AR
normal risk,false,349-30-0898,AR
high risk,true,349-40-0954,AK
normal risk,false,349-45-3563,AR
normal risk,false,349-86-2496,AL
normal risk,false,350-35-0587,AK
high risk,true,350-37-9053,AL
normal risk,false,350-38-4585,AL
normal risk,true,350-41-6835,AR
high risk,false,350-41-8980,AR
normal risk,true,350-51-8134,AR
normal risk,false,350-54-5698,AL
normal risk,false,350-57-3099,AR
normal risk,false,350-72-2997,AR
normal risk,true,350-82-1900,AR
normal risk,false,351-17-8497,AL
normal risk,true,351-27-4090,AK
normal risk,false,351-46-6910,AR
normal risk,false,351-50-0755,AK
normal risk,true,351-68-6431,AL
normal risk,true,351-82-4001,AL
normal risk,false,351-84-6343,AR
normal risk,false,351-86-5614,AK
normal risk,true,352-10-8763,AR
normal risk,false,352-23-7340,AR
normal risk,false,352-54-7229,AR
normal risk,false,352-57-0173,AR
normal risk,false,352-96-1815,AL
normal risk,false,353-13-7168,AL
normal risk,false,353-24-5343,AL
high risk,true,353-47-4610,AL
high risk,false,353-66-5326,AL
normal risk,true,353-90-5179,AR
normal risk,false,354-08-2434,AK
normal risk,false,354-19-5904,AR
normal risk,false,354-19-6303,AR
normal risk,false,354-34-7037,AR
high risk,false,354-40-4440,AL
normal risk,false,354-44-9408,AR
normal risk,true,354-46-9787,AR
normal risk,false,354-60-0366,AR
normal risk,false,354-88-8160,AK
normal risk,false,354-93-0561,AK
normal risk,true,354-93-9357,AK
normal risk,false,355-05-6062,AK
normal risk,false,355-98-0124,AL
normal risk,false,356-07-3813,AR
normal risk,false,356-28-4727,AR
normal risk,false,356-72-8161,AL
normal risk,false,356-78-7742,AL
high risk,false,357-29-4718,AR
normal risk,false,357-33-3015,AK
normal risk,false,357-52-5656,AL
normal risk,true,357-69-0798,AR
normal risk,false,357-71-9619,AL
normal risk,false,357-73-2934,AK
normal risk,false,358-11-7113,AK
normal risk,false,358-12-7719,AR
normal risk,false,358-24-4923,AL
normal risk,false,358-44-4602,AR
normal risk,false,358-46-0369,AR
normal risk,true,358-51-3597,AR
normal risk,false,358-55-9641,AR
high risk,true,358-82-5914,AK
normal risk,false,358-83-2939,AL
normal risk,true,359-17-2885,AR
normal risk,false,359-22-6147,AK
normal risk,false,359-70-3197,AL
normal risk,false,359-81-2013,AL
high risk,true,359-83-6832,AK
normal risk,true,359-85-6342,AK
normal risk,false,360-15-2794,AL
normal risk,false,360-24-8106,AK
high risk,true,360-26-7432,AL
normal risk,false,360-37-4125,AK
normal risk,false,360-74-4760,AL
normal risk,false,361-07-9438,AL
high risk,true,361-10-2519,AL
normal risk,false,361-23-7665,AK
normal risk,false,361-23-8836,AR
normal risk,false,361-57-1467,AR
high risk,false,361-71-1706,AR
high risk,true,361-78-2783,AR
high risk,true,361-78-7879,AL
normal risk,false,361-81-6623,AR
normal risk,false,361-86-5987,AR
normal risk,true,361-95-0756,AL
normal risk,true,362-09-6340,AK
normal risk,false,362-36-7410,AK
normal risk,true,362-47-0503,AK
normal risk,false,362-54-5239,AL
high risk,true,362-59-4497,AK
normal risk,true,362-59-7914,AL
normal risk,false,362-60-5257,AK
normal risk,false,362-65-7263,AR
normal risk,false,362-69-6894,AL
normal risk,true,362-73-8940,AR
normal risk,false,363-23-5561,AR
normal risk,false,363-36-2311,AR
normal risk,false,363-57-7914,AK
high risk,false,363-62-4406,AL
high risk,false,363-66-4798,AL
normal risk,false,363-69-9567,AR
normal risk,false,363-89-4906,AR
normal risk,true,363-90-1344,AL
normal risk,false,363-90-7972,AR
normal risk,false,363-92-6965,AK
normal risk,false,364-06-1130,AK
normal risk,false,364-06-7895,AL
high risk,true,364-11-7349,AL
normal risk,false,364-13-8601,AR
normal risk,false,364-18-2219,AR
normal risk,true,364-64-6704,AL
normal risk,false,364-67-4875,AR
normal risk,false,364-87-8379,AK
normal risk,true,364-89-4836,AK
normal risk,false,364-90-4495,AL
normal risk,false,365-08-4223,AK
high risk,true,365-18-8673,AR
normal risk,false,365-25-5009,AL
normal risk,false,365-28-1456,AR
normal risk,false,365-31-0130,AK
high risk,true,365-53-3278,AL
normal risk,false,365-55-9942,AR
normal risk,false,365-60-0092,AR
high risk,true,365-93-2506,AK
normal risk,false,366-26-3122,AL
normal risk,true,366-42-1091,AK
normal risk,false,366-44-1440,AR
normal risk,false,366-48-6642,AL
normal risk,false,366-71-6328,AK
normal risk,false,366-85-0497,AK
normal risk,true,366-97-4072,AL
normal risk,false,367-06-5908,AR
normal risk,false,367-09-6660,AL
normal risk,false,367-20-7872,AR
normal risk,false,367-21-9544,AL
normal risk,false,367-33-7294,AR
normal risk,true,367-36-1505,AL
normal risk,false,367-40-0913,AL
normal risk,true,367-54-5181,AK
high risk,true,367-60-2846,AL
normal risk,false,367-79-6685,AK
normal risk,true,367-92-5939,AR
normal risk,false,368-02-4813,AR
normal risk,true,368-06-0033,AR
normal risk,false,368-12-4401,AK
normal risk,true,368-19-6809,AK
normal risk,false,368-36-9272,AR
normal risk,false,368-46-6382,AR
normal risk,false,368-68-8492,AL
normal risk,false,368-79-5131,AK
normal risk,true,369-06-8400,AK
normal risk,false,369-09-2454,AK
normal risk,false,369-15-3122,AK
normal risk,true,369-52-8013,AL
normal risk,false,369-63-2380,AK
normal risk,false,369-64-7019,AK
high risk,true,369-69-5603,AK
normal risk,false,369-81-7649,AL
normal risk,false,369-84-0165,AL
normal risk,false,369-96-1779,AL
normal risk,true,369-98-2479,AK
normal risk,false,369-98-5980,AR
normal risk,false,370-05-4053,AL
normal risk,true,370-15-6202,AK
normal risk,false,370-15-7249,AL
normal risk,false,370-26-6551,AK
normal risk,true,370-31-9878,AK
high risk,true,370-33-7408,AK
normal risk,false,370-39-0328,AR
high risk,true,371-14-6114,AK
normal risk,false,371-22-8266,AK
normal risk,false,371-25-0094,AK
normal risk,false,371-26-6470,AR
normal risk,false,371-27-7882,AK
normal risk,false,371-55-1266,AL
high risk,false,371-90-6172,AR
normal risk,false,372-17-4499,AL
normal risk,true,372-21-2062,AK
normal risk,true,372-23-8995,AK
normal risk,true,372-42-8670,AR
normal risk,false,372-52-2779,AK
normal risk,false,372-71-2641,AK
normal risk,false,372-74-7258,AR
normal risk,false,372-95-9270,AK
normal risk,false,373-39-3613,AK
normal risk,false,373-43-8764,AK
normal risk,true,373-92-5584,AK
normal risk,false,374-34-6760,AL
high risk,true,374-41-9892,AK
normal risk,false,374-49-5185,AL
normal risk,false,374-49-8356,AK
normal risk,false,374-52-2934,AL
normal risk,true,374-55-6462,AR
normal risk,false,374-77-9060,AL
normal risk,false,374-80-6902,AL
normal risk,false,374-81-2703,AR
normal risk,false,374-89-8134,AK
high risk,false,375-35-3984,AK
normal risk,true,375-66-3740,AL
normal risk,true,375-83-9629,AL
normal risk,false,375-87-8819,AR
normal risk,false,375-93-4029,AK
high risk,true,376-08-0667,AR
high risk,true,376-10-5408,AR
high risk,false,376-17-9120,AK
normal risk,false,376-62-7093,AK
normal risk,false,376-89-3391,AK
normal risk,true,376-98-5815,AR
normal risk,false,377-03-3324,AK
normal risk,false,377-07-1535,AL
normal risk,false,377-11-4438,AK
normal risk,false,377-21-7436,AK
normal risk,false,377-29-6907,AL
normal risk,false,377-31-3918,AR
normal risk,false,377-31-4343,AL
normal risk,false,377-62-0236,AL
normal risk,true,377-63-0372,AL
normal risk,false,377-71-3124,AR
normal risk,true,377-92-7186,AL
normal risk,false,377-97-3610,AL
high risk,false,378-05-7299,AK
high risk,true,378-15-3905,AK
normal risk,false,378-17-3912,AL
normal risk,true,378-19-1879,AR
normal risk,false,378-36-7092,AL
normal risk,false,378-39-7992,AR
high risk,true,378-41-9697,AK
high risk,true,378-67-4257,AL
normal risk,false,378-78-3307,AK
normal risk,false,378-78-6279,AR
normal risk,false,378-82-1924,AK
normal risk,true,378-83-8149,AK
normal risk,false,378-87-5423,AK
normal risk,false,378-90-3820,AL
normal risk,false,379-03-0948,AL
normal risk,false,379-06-9221,AK
normal risk,false,379-11-7593,AK
normal risk,false,379-13-2010,AR
normal risk,false,379-17-3522,AL
normal risk,false,379-62-3642,AK
high risk,false,379-72-9058,AK
normal risk,false,379-80-0097,AK
normal risk,true,379-86-1766,AL
normal risk,true,379-94-1441,AL
normal risk,true,379-94-3127,AR
high risk,false,380-08-9074,AL
normal risk,false,380-12-6415,AR
high risk,false,380-18-2768,AK
normal risk,false,380-20-1320,AK
high risk,false,380-25-3972,AR
normal risk,false,380-26-9062,AL
high risk,true,380-32-7774,AL
normal risk,true,380-37-1989,AL
normal risk,true,380-58-1504,AK
high risk,false,380-76-1876,AK
high risk,true,380-84-0057,AR
normal risk,false,380-89-0157,AL
normal risk,false,381-03-7503,AR
normal risk,false,381-05-7860,AL
normal risk,true,381-27-4130,AK
normal risk,false,381-29-0915,AK
normal risk,false,381-29-6320,AK
normal risk,false,381-34-1950,AK
normal risk,false,381-43-1939,AK
normal risk,true,381-50-6455,AR
normal risk,false,381-60-1076,AL
normal risk,false,382-15-6105,AK
normal risk,false,382-27-3996,AL
normal risk,true,382-37-8870,AR
normal risk,false,382-37-9334,AR
normal risk,false,382-57-0776,AK
normal risk,false,382-66-1136,AK
normal risk,true,382-71-4594,AK
normal risk,false,382-94-3420,AR
high risk,true,382-99-9144,AL
normal risk,true,383-10-1516,AL
normal risk,false,383-25-8236,AL
normal risk,false,383-26-3812,AK
normal risk,true,383-34-2932,AK
normal risk,true,383-37-9071,AL
normal risk,false,383-38-3688,AL
normal risk,true,383-46-4271,AL
normal risk,false,383-66-2154,AR
normal risk,false,383-81-5389,AK
normal risk,false,384-04-8049,AK
high risk,true,384-14-7927,AK
normal risk,false,384-21-3559,AK
normal risk,false,384-25-6023,AL
normal risk,false,384-35-0619,AK
normal risk,false,384-55-0189,AK
normal risk,true,384-74-2243,AK
high risk,false,384-77-0996,AL
normal risk,false,384-83-9612,AR
normal risk,false,384-89-2534,AL
normal risk,true,384-98-3842,AK
high risk,true,385-09-2393,AK
high risk,true,385-11-3430,AL
normal risk,false,385-26-9779,AL
normal risk,false,385-38-8799,AK
high risk,true,385-49-8871,AR
normal risk,false,385-74-2136,AL
high risk,false,385-86-3219,AL
normal risk,false,385-97-9907,AK
normal risk,true,386-03-2344,AL
normal risk,false,386-04-3911,AL
high risk,false,386-06-8609,AR
normal risk,false,386-08-1425,AK
normal risk,false,386-22-2766,AK
normal risk,true,386-25-1180,AK
normal risk,true,386-26-6635,AL
normal risk,true,386-34-9323,AK
normal risk,false,386-40-3005,AR
normal risk,false,386-42-9584,AR
normal risk,false,386-47-5889,AK
normal risk,true,386-50-6545,AL
normal risk,false,386-54-6921,AK
normal risk,false,386-74-5293,AL
normal risk,false,386-82-7444,AL
normal risk,false,386-84-2535,AR
normal risk,false,386-95-1227,AR
normal risk,false,387-04-7540,AL
normal risk,false,387-06-6165,AR
normal risk,true,387-22-2312,AL
high risk,true,387-22-4905,AR
normal risk,true,387-31-0539,AK
normal risk,false,387-31-1249,AK
normal risk,false,387-52-4130,AK
high risk,true,387-65-9567,AL
normal risk,true,387-77-0253,AR
normal risk,false,387-98-3277,AL
normal risk,false,388-16-9343,AR
normal risk,true,388-47-5473,AK
normal risk,false,388-51-7376,AL
normal risk,false,388-65-7976,AK
normal risk,false,388-69-2423,AR
normal risk,false,388-95-2652,AR
normal risk,false,389-38-5437,AL
normal risk,true,389-38-6179,AL
normal risk,true,389-39-2445,AL
normal risk,false,389-52-0834,AR
normal risk,false,389-66-2735,AL
normal risk,true,389-67-1062,AL
normal risk,false,390-12-3793,AK
normal risk,false,390-44-2938,AR
normal risk,false,390-50-4801,AK
high risk,false,390-59-5547,AR
normal risk,false,390-82-8083,AK
normal risk,false,390-90-7523,AL
normal risk,false,390-93-9177,AR
normal risk,true,391-21-3218,AL
high risk,true,391-32-6290,AL
normal risk,false,391-57-2273,AL
normal risk,false,391-87-6753,AL
normal risk,true,391-91-4518,AL
normal risk,false,392-03-0895,AL
normal risk,false,392-13-6339,AR
normal risk,false,392-21-9906,AL
normal risk,false,392-34-4399,AK
normal risk,false,392-35-8902,AR
normal risk,true,392-39-1747,AK
normal risk,false,392-49-2890,AR
normal risk,false,392-80-0773,AK
normal risk,false,393-26-4873,AL
normal risk,true,393-30-2146,AR
high risk,false,393-36-1656,AR
high risk,false,393-70-8186,AL
normal risk,false,393-78-6524,AL
normal risk,false,393-87-0875,AK
normal risk,false,393-95-0087,AL
normal risk,false,393-95-6586,AR
high risk,true,394-27-8561,AK
high risk,false,394-55-0259,AL
normal risk,false,394-71-8211,AR
normal risk,true,394-92-1670,AR
normal risk,false,394-92-3667,AR
normal risk,false,394-94-9931,AK
normal risk,false,395-17-5066,AR
high risk,true,395-20-7543,AL
high risk,false,395-28-8405,AL
high risk,true,395-30-2513,AK
high risk,false,395-66-4566,AK
normal risk,false,395-90-5127,AK
normal risk,true,395-95-0052,AK
normal risk,false,395-98-8000,AK
high risk,true,396-04-8584,AK
normal risk,false,396-15-2613,AL
normal risk,true,396-17-1007,AR
high risk,false,396-33-4531,AK
normal risk,false,396-37-2551,AR
normal risk,false,396-53-7569,AL
normal risk,true,396-54-4477,AK
normal risk,true,396-68-3380,AK
normal risk,true,396-82-3014,AR
normal risk,false,396-93-6622,AR
normal risk,false,396-94-2384,AR
normal risk,true,397-11-9721,AK
high risk,false,397-12-8694,AK
